Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Hombres;19 Melilla;Estudios primarios incompletos;2023T4;2,4
Hombres;19 Melilla;Estudios primarios incompletos;2023T3;2,3
Hombres;19 Melilla;Estudios primarios incompletos;2023T2;2,3
Hombres;19 Melilla;Estudios primarios incompletos;2023T1;3,9
Hombres;19 Melilla;Estudios primarios incompletos;2022T4;3,0
Hombres;19 Melilla;Estudios primarios incompletos;2022T3;4,2
Hombres;19 Melilla;Estudios primarios incompletos;2022T2;5,5
Hombres;19 Melilla;Estudios primarios incompletos;2022T1;6,6
Hombres;19 Melilla;Estudios primarios incompletos;2021T4;3,3
Hombres;19 Melilla;Estudios primarios incompletos;2021T3;3,1
Hombres;19 Melilla;Estudios primarios incompletos;2021T2;3,7
Hombres;19 Melilla;Estudios primarios incompletos;2021T1;2,5
Hombres;19 Melilla;Educación primaria;2023T4;15,6
Hombres;19 Melilla;Educación primaria;2023T3;13,0
Hombres;19 Melilla;Educación primaria;2023T2;10,5
Hombres;19 Melilla;Educación primaria;2023T1;9,0
Hombres;19 Melilla;Educación primaria;2022T4;9,2
Hombres;19 Melilla;Educación primaria;2022T3;6,5
Hombres;19 Melilla;Educación primaria;2022T2;9,8
Hombres;19 Melilla;Educación primaria;2022T1;10,2
Hombres;19 Melilla;Educación primaria;2021T4;7,6
Hombres;19 Melilla;Educación primaria;2021T3;11,3
Hombres;19 Melilla;Educación primaria;2021T2;11,7
Hombres;19 Melilla;Educación primaria;2021T1;12,0
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2023T4;30,6
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2023T3;29,0
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2023T2;28,0
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2023T1;26,1
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2022T4;27,7
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2022T3;24,9
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2022T2;26,7
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2022T1;26,1
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2021T4;25,6
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2021T3;25,6
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2021T2;23,8
Hombres;19 Melilla;Primera etapa de Educación Secundaria y similar;2021T1;23,6
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2023T4;16,4
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2023T3;18,4
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2023T2;19,4
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2023T1;20,9
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2022T4;20,2
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2022T3;21,7
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2022T2;17,6
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2022T1;15,9
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2021T4;19,1
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2021T3;18,3
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2021T2;19,8
Hombres;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2021T1;19,1
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;8,3
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;9,8
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;10,0
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,0
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;8,9
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;7,2
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;11,4
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;9,7
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;11,1
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;6,1
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;7,7
Hombres;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,1
Hombres;19 Melilla;Educación superior;2023T4;25,7
Hombres;19 Melilla;Educación superior;2023T3;26,2
Hombres;19 Melilla;Educación superior;2023T2;28,1
Hombres;19 Melilla;Educación superior;2023T1;29,3
Hombres;19 Melilla;Educación superior;2022T4;29,2
Hombres;19 Melilla;Educación superior;2022T3;34,8
Hombres;19 Melilla;Educación superior;2022T2;26,5
Hombres;19 Melilla;Educación superior;2022T1;30,4
Hombres;19 Melilla;Educación superior;2021T4;32,4
Hombres;19 Melilla;Educación superior;2021T3;34,9
Hombres;19 Melilla;Educación superior;2021T2;31,4
Hombres;19 Melilla;Educación superior;2021T1;32,7
Mujeres;01 Andalucía;Analfabetos;2023T4;2,7
Mujeres;01 Andalucía;Analfabetos;2023T3;2,7
Mujeres;01 Andalucía;Analfabetos;2023T2;2,8
Mujeres;01 Andalucía;Analfabetos;2023T1;2,9
Mujeres;01 Andalucía;Analfabetos;2022T4;2,9
Mujeres;01 Andalucía;Analfabetos;2022T3;2,9
Mujeres;01 Andalucía;Analfabetos;2022T2;3,0
Mujeres;01 Andalucía;Analfabetos;2022T1;3,1
Mujeres;01 Andalucía;Analfabetos;2021T4;2,8
Mujeres;01 Andalucía;Analfabetos;2021T3;2,7
Mujeres;01 Andalucía;Analfabetos;2021T2;2,8
Mujeres;01 Andalucía;Analfabetos;2021T1;3,1
Mujeres;01 Andalucía;Estudios primarios incompletos;2023T4;7,6
Mujeres;01 Andalucía;Estudios primarios incompletos;2023T3;7,3
Mujeres;01 Andalucía;Estudios primarios incompletos;2023T2;7,3
Mujeres;01 Andalucía;Estudios primarios incompletos;2023T1;7,2
Mujeres;01 Andalucía;Estudios primarios incompletos;2022T4;7,2
Mujeres;01 Andalucía;Estudios primarios incompletos;2022T3;7,1
Mujeres;01 Andalucía;Estudios primarios incompletos;2022T2;7,0
Mujeres;01 Andalucía;Estudios primarios incompletos;2022T1;7,2
Mujeres;01 Andalucía;Estudios primarios incompletos;2021T4;7,4
Mujeres;01 Andalucía;Estudios primarios incompletos;2021T3;7,6
Mujeres;01 Andalucía;Estudios primarios incompletos;2021T2;7,9
Mujeres;01 Andalucía;Estudios primarios incompletos;2021T1;7,7
Mujeres;01 Andalucía;Educación primaria;2023T4;9,7
Mujeres;01 Andalucía;Educación primaria;2023T3;10,4
Mujeres;01 Andalucía;Educación primaria;2023T2;10,4
Mujeres;01 Andalucía;Educación primaria;2023T1;10,6
Mujeres;01 Andalucía;Educación primaria;2022T4;10,7
Mujeres;01 Andalucía;Educación primaria;2022T3;10,5
Mujeres;01 Andalucía;Educación primaria;2022T2;10,9
Mujeres;01 Andalucía;Educación primaria;2022T1;10,9
Mujeres;01 Andalucía;Educación primaria;2021T4;10,5
Mujeres;01 Andalucía;Educación primaria;2021T3;11,1
Mujeres;01 Andalucía;Educación primaria;2021T2;11,6
Mujeres;01 Andalucía;Educación primaria;2021T1;12,1
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2023T4;28,2
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2023T3;27,8
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2023T2;28,2
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2023T1;27,9
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2022T4;27,8
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2022T3;27,9
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2022T2;28,4
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2022T1;28,9
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2021T4;28,8
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2021T3;28,9
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2021T2;28,6
Mujeres;01 Andalucía;Primera etapa de Educación Secundaria y similar;2021T1;28,4
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2023T4;12,5
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2023T3;12,8
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2023T2;12,7
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2023T1;13,0
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2022T4;12,8
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2022T3;12,5
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2022T2;12,0
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2022T1;11,7
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2021T4;11,6
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2021T3;11,5
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2021T2;11,4
Mujeres;01 Andalucía;Segunda etapa de educación secundaria, con orientación general;2021T1;11,3
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;8,5
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;8,5
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;8,3
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;8,6
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;8,6
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;8,9
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;9,1
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;9,3
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;9,5
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;9,1
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;9,1
Mujeres;01 Andalucía;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,9
Mujeres;01 Andalucía;Educación superior;2023T4;30,8
Mujeres;01 Andalucía;Educación superior;2023T3;30,5
Mujeres;01 Andalucía;Educación superior;2023T2;30,2
Mujeres;01 Andalucía;Educación superior;2023T1;29,8
Mujeres;01 Andalucía;Educación superior;2022T4;30,0
Mujeres;01 Andalucía;Educación superior;2022T3;30,2
Mujeres;01 Andalucía;Educación superior;2022T2;29,7
Mujeres;01 Andalucía;Educación superior;2022T1;29,0
Mujeres;01 Andalucía;Educación superior;2021T4;29,2
Mujeres;01 Andalucía;Educación superior;2021T3;29,0
Mujeres;01 Andalucía;Educación superior;2021T2;28,7
Mujeres;01 Andalucía;Educación superior;2021T1;28,5
Mujeres;02 Aragón;Analfabetos;2023T4;0,7
Mujeres;02 Aragón;Analfabetos;2023T3;0,8
Mujeres;02 Aragón;Analfabetos;2023T2;0,7
Mujeres;02 Aragón;Analfabetos;2023T1;1,1
Mujeres;02 Aragón;Analfabetos;2022T4;1,1
Mujeres;02 Aragón;Analfabetos;2022T3;1,0
Mujeres;02 Aragón;Analfabetos;2022T2;1,0
Mujeres;02 Aragón;Analfabetos;2022T1;0,7
Mujeres;02 Aragón;Analfabetos;2021T4;0,8
Mujeres;02 Aragón;Analfabetos;2021T3;0,9
Mujeres;02 Aragón;Analfabetos;2021T2;0,9
Mujeres;02 Aragón;Analfabetos;2021T1;0,6
Mujeres;02 Aragón;Estudios primarios incompletos;2023T4;2,8
Mujeres;02 Aragón;Estudios primarios incompletos;2023T3;2,8
Mujeres;02 Aragón;Estudios primarios incompletos;2023T2;3,3
Mujeres;02 Aragón;Estudios primarios incompletos;2023T1;3,1
Mujeres;02 Aragón;Estudios primarios incompletos;2022T4;2,5
Mujeres;02 Aragón;Estudios primarios incompletos;2022T3;2,6
Mujeres;02 Aragón;Estudios primarios incompletos;2022T2;2,5
Mujeres;02 Aragón;Estudios primarios incompletos;2022T1;3,0
Mujeres;02 Aragón;Estudios primarios incompletos;2021T4;2,8
Mujeres;02 Aragón;Estudios primarios incompletos;2021T3;3,0
Mujeres;02 Aragón;Estudios primarios incompletos;2021T2;2,9
Mujeres;02 Aragón;Estudios primarios incompletos;2021T1;3,5
Mujeres;02 Aragón;Educación primaria;2023T4;13,8
Mujeres;02 Aragón;Educación primaria;2023T3;14,3
Mujeres;02 Aragón;Educación primaria;2023T2;14,1
Mujeres;02 Aragón;Educación primaria;2023T1;14,2
Mujeres;02 Aragón;Educación primaria;2022T4;14,7
Mujeres;02 Aragón;Educación primaria;2022T3;16,5
Mujeres;02 Aragón;Educación primaria;2022T2;16,6
Mujeres;02 Aragón;Educación primaria;2022T1;14,6
Mujeres;02 Aragón;Educación primaria;2021T4;14,5
Mujeres;02 Aragón;Educación primaria;2021T3;14,0
Mujeres;02 Aragón;Educación primaria;2021T2;14,6
Mujeres;02 Aragón;Educación primaria;2021T1;14,9
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2023T4;26,8
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2023T3;26,0
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2023T2;25,7
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2023T1;27,9
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2022T4;27,1
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2022T3;23,7
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2022T2;24,7
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2022T1;24,7
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2021T4;24,8
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2021T3;24,1
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2021T2;22,9
Mujeres;02 Aragón;Primera etapa de Educación Secundaria y similar;2021T1;23,3
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2023T4;12,7
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2023T3;11,7
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2023T2;12,1
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2023T1;10,9
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2022T4;11,2
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2022T3;12,1
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2022T2;12,6
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2022T1;13,8
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2021T4;14,3
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2021T3;15,1
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2021T2;15,3
Mujeres;02 Aragón;Segunda etapa de educación secundaria, con orientación general;2021T1;14,8
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;9,6
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;10,0
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;10,5
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,2
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;9,4
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;9,4
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;8,7
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;9,2
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;9,7
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;9,7
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;10,2
Mujeres;02 Aragón;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;9,9
Mujeres;02 Aragón;Educación superior;2023T4;33,5
Mujeres;02 Aragón;Educación superior;2023T3;34,4
Mujeres;02 Aragón;Educación superior;2023T2;33,5
Mujeres;02 Aragón;Educación superior;2023T1;33,6
Mujeres;02 Aragón;Educación superior;2022T4;34,0
Mujeres;02 Aragón;Educación superior;2022T3;34,8
Mujeres;02 Aragón;Educación superior;2022T2;33,9
Mujeres;02 Aragón;Educación superior;2022T1;34,0
Mujeres;02 Aragón;Educación superior;2021T4;33,0
Mujeres;02 Aragón;Educación superior;2021T3;33,2
Mujeres;02 Aragón;Educación superior;2021T2;33,1
Mujeres;02 Aragón;Educación superior;2021T1;32,9
Mujeres;03 Asturias, Principado de;Analfabetos;2023T4;0,5
Mujeres;03 Asturias, Principado de;Analfabetos;2023T3;0,3
Mujeres;03 Asturias, Principado de;Analfabetos;2023T2;0,3
Mujeres;03 Asturias, Principado de;Analfabetos;2023T1;0,2
Mujeres;03 Asturias, Principado de;Analfabetos;2022T4;0,4
Mujeres;03 Asturias, Principado de;Analfabetos;2022T3;0,6
Mujeres;03 Asturias, Principado de;Analfabetos;2022T2;0,6
Mujeres;03 Asturias, Principado de;Analfabetos;2022T1;0,8
Mujeres;03 Asturias, Principado de;Analfabetos;2021T4;0,8
Mujeres;03 Asturias, Principado de;Analfabetos;2021T3;0,7
Mujeres;03 Asturias, Principado de;Analfabetos;2021T2;0,7
Mujeres;03 Asturias, Principado de;Analfabetos;2021T1;0,4
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2023T4;2,2
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2023T3;2,6
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2023T2;2,1
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2023T1;2,8
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2022T4;2,3
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2022T3;3,1
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2022T2;3,5
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2022T1;3,1
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2021T4;3,1
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2021T3;3,1
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2021T2;3,1
Mujeres;03 Asturias, Principado de;Estudios primarios incompletos;2021T1;3,0
Mujeres;03 Asturias, Principado de;Educación primaria;2023T4;9,8
Mujeres;03 Asturias, Principado de;Educación primaria;2023T3;10,3
Mujeres;03 Asturias, Principado de;Educación primaria;2023T2;9,6
Mujeres;03 Asturias, Principado de;Educación primaria;2023T1;9,4
Mujeres;03 Asturias, Principado de;Educación primaria;2022T4;10,4
Mujeres;03 Asturias, Principado de;Educación primaria;2022T3;10,5
Mujeres;03 Asturias, Principado de;Educación primaria;2022T2;11,0
Mujeres;03 Asturias, Principado de;Educación primaria;2022T1;11,5
Mujeres;03 Asturias, Principado de;Educación primaria;2021T4;13,3
Mujeres;03 Asturias, Principado de;Educación primaria;2021T3;13,8
Mujeres;03 Asturias, Principado de;Educación primaria;2021T2;13,1
Mujeres;03 Asturias, Principado de;Educación primaria;2021T1;14,3
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2023T4;29,7
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2023T3;29,5
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2023T2;29,8
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2023T1;31,4
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2022T4;30,4
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2022T3;30,2
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2022T2;30,7
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2022T1;30,9
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2021T4;28,8
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2021T3;28,5
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2021T2;29,2
Mujeres;03 Asturias, Principado de;Primera etapa de Educación Secundaria y similar;2021T1;27,8
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2023T4;13,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2023T3;14,1
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2023T2;14,9
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2023T1;13,4
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2022T4;13,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2022T3;13,6
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2022T2;13,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2022T1;12,6
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2021T4;11,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2021T3;11,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2021T2;12,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria, con orientación general;2021T1;12,6
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;8,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;9,0
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;8,9
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,2
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;9,9
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;9,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;8,3
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;7,8
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;8,8
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;8,5
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;8,6
Mujeres;03 Asturias, Principado de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;9,1
Mujeres;03 Asturias, Principado de;Educación superior;2023T4;35,9
Mujeres;03 Asturias, Principado de;Educación superior;2023T3;34,2
Mujeres;03 Asturias, Principado de;Educación superior;2023T2;34,4
Mujeres;03 Asturias, Principado de;Educación superior;2023T1;33,7
Mujeres;03 Asturias, Principado de;Educación superior;2022T4;33,1
Mujeres;03 Asturias, Principado de;Educación superior;2022T3;32,4
Mujeres;03 Asturias, Principado de;Educación superior;2022T2;32,4
Mujeres;03 Asturias, Principado de;Educación superior;2022T1;33,3
Mujeres;03 Asturias, Principado de;Educación superior;2021T4;33,7
Mujeres;03 Asturias, Principado de;Educación superior;2021T3;33,9
Mujeres;03 Asturias, Principado de;Educación superior;2021T2;32,8
Mujeres;03 Asturias, Principado de;Educación superior;2021T1;32,7
Mujeres;04 Balears, Illes;Analfabetos;2023T4;1,3
Mujeres;04 Balears, Illes;Analfabetos;2023T3;1,1
Mujeres;04 Balears, Illes;Analfabetos;2023T2;1,4
Mujeres;04 Balears, Illes;Analfabetos;2023T1;1,4
Mujeres;04 Balears, Illes;Analfabetos;2022T4;1,2
Mujeres;04 Balears, Illes;Analfabetos;2022T3;1,6
Mujeres;04 Balears, Illes;Analfabetos;2022T2;1,6
Mujeres;04 Balears, Illes;Analfabetos;2022T1;1,4
Mujeres;04 Balears, Illes;Analfabetos;2021T4;1,7
Mujeres;04 Balears, Illes;Analfabetos;2021T3;1,3
Mujeres;04 Balears, Illes;Analfabetos;2021T2;1,4
Mujeres;04 Balears, Illes;Analfabetos;2021T1;1,4
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2023T4;3,0
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2023T3;3,0
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2023T2;4,1
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2023T1;3,0
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2022T4;2,7
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2022T3;3,3
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2022T2;3,8
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2022T1;3,9
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2021T4;3,4
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2021T3;3,1
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2021T2;3,7
Mujeres;04 Balears, Illes;Estudios primarios incompletos;2021T1;4,6
Mujeres;04 Balears, Illes;Educación primaria;2023T4;12,6
Mujeres;04 Balears, Illes;Educación primaria;2023T3;11,6
Mujeres;04 Balears, Illes;Educación primaria;2023T2;10,8
Mujeres;04 Balears, Illes;Educación primaria;2023T1;11,8
Mujeres;04 Balears, Illes;Educación primaria;2022T4;12,9
Mujeres;04 Balears, Illes;Educación primaria;2022T3;11,6
Mujeres;04 Balears, Illes;Educación primaria;2022T2;11,0
Mujeres;04 Balears, Illes;Educación primaria;2022T1;10,6
Mujeres;04 Balears, Illes;Educación primaria;2021T4;10,1
Mujeres;04 Balears, Illes;Educación primaria;2021T3;10,7
Mujeres;04 Balears, Illes;Educación primaria;2021T2;9,9
Mujeres;04 Balears, Illes;Educación primaria;2021T1;8,8
